comuna,titulo,leychileCode,numero,fechaPublicacion,url,url_minvu
MACHALI,"PRC MOD 3 ENMIENDA N° 001: Machali: Modifica zonas ZU-1, ZU-2, ZU-3, ZU-4, ZU-7, ZU-8, ZU10, ZE-1",,95,2013-02-01,,https://instrumentosdeplanificacion.minvu.cl/files/maps/3319/4.95b13b.06108.pdf
MACHALI,"PRC MOD 2 PRORROGA VIALIDADES:Machali: vías colectoras: Calle Padre Hurtado, Camino Comunidad Bravo, Camino El Recreo y
Camino La Hacienda",,1343,2012-12-05,,https://instrumentosdeplanificacion.minvu.cl/files/maps/3318/4.1343b12b.06108.pdf
MACHALI,"PRC MOD 1: 1  REPLANTEO Y ACLARACIONES DE PERFIL VIALIDAD ESTRUCTURANTE: Camino Los Marista - Camilo Las Rosas -Camino Proyectado 1 -Av. Juan Pablo II y 2 zonas ZU-1, ZU-6 , ZU-7 Y ZE-1
2 MODIFICACION ORDENANZA LOCAL PARA AREAS HAB Y EQUIP: ZU1 - ZU6 -ZU7 y ZE1",,1220,2011-01-11,,https://instrumentosdeplanificacion.minvu.cl/files/maps/3317/4.1220b10b.06108.pdf
MACHALI,Plan Regulador Comunal de Machalí_Localidades de Machalí y Coya,,616,2007-12-05,,https://instrumentosdeplanificacion.minvu.cl/files/maps/3316/4.616b07b.06108.pdf
MACHALI,MODIFICA PLAN REGULADOR COMUNAL DE MACHALI,,196,2003-09-11,,https://instrumentosdeplanificacion.minvu.cl/files/maps/3315/4.196b03b.06108.pdf
MACHALI,MODIFICA PLAN RECULADOR COMUNAL DE MACHALI EN CONFORMIDAD SECCIONAL SANTA TERESITA,173301,174,1988-01-21,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-174_21-ENE-1988&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=173301.1988-01-21.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/3312/4.174a87b.06108.pdf
MACHALI,APRUEBA PLAN REGULADOR COMUNAL DE MACHALI,216161,288,1980-12-27,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-288_27-DIC-1980&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=216161.1980-12-27.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/3311/4.288a80b1.06108.pdf
MACUL,"PROMULGA APROBACIÓN DE MODIFICACIÓN PARCIAL AL PLAN REGULADOR COMUNAL DE MACUL, M-PRMAC - SECTOR CENTRO ORIENTE",1123530,2422,2018-10-02,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-2422_02-OCT-2018&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=1123530.2018-10-02.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/539/4.2422b18a.13118.pdf
MACUL,"PROMULGA MODIFICACIÓN AL PLAN REGULADOR COMUNAL DE MACUL, SECTOR MADRESELVAS, UNIDADES VECINALES N° 6 Y N° 7",1092499,1836,2016-07-12,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-1836_12-JUL-2016&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=1092499.2016-07-12.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/467/4.1836b16b.13118.pdf
MACUL,Deja sin efecto DUP,,952,2015-04-28,,https://instrumentosdeplanificacion.minvu.cl/files/maps/878/4.952b15b.13118.pdf
MACUL,"PROMULGA LA ""MODIFICACIÓN Nº 2 AL PLAN REGULADOR COMUNAL DE MACUL, M-PRMAC-2"" ",1074699,257,2015-02-12,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-257_12-FEB-2015&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=1074699.2015-02-12.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/554/4.257b15b.13118.pdf
MACUL,"PROMULGA MODIFICACIÓN AL PLAN REGULADOR COMUNAL DE MACUL, M-PRMAC-UV17",1071613,1542,2014-12-10,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-1542_10-DIC-2014&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=1071613.2014-12-10.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/426/4.1542b14b.13118.pdf
MACUL,Elimina ensanche en calle Luis Durand,,1408,2013-06-28,,https://instrumentosdeplanificacion.minvu.cl/files/maps/406/4.1408b13b.13118.pdf
MACUL,PROMULGA MODIFICACIÓN Nº5 AL PLAN REGULADOR COMUNAL DE MACUL,1028325,1200,2011-08-03,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-1200_03-AGO-2011&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=1028325.2011-08-03.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/360/4.1200b11b.13118.pdf
MACUL,"Deja sin efecto Planos Seccionales manzana Los Espinos, Santa Julia, Aucopujo y Lago Parinacota",,542,2011-06-06,,https://instrumentosdeplanificacion.minvu.cl/files/maps/972/5.542b10b.13118.pdf
MACUL,Plano Seccional Av. Quilín,,123,2011-01-29,,https://instrumentosdeplanificacion.minvu.cl/files/maps/906/5.123b11b.13118.pdf
MACUL,Asignación de normas a DUP caducas,,1265,2010-08-12,,https://instrumentosdeplanificacion.minvu.cl/files/maps/374/4.1265b10b.13118.pdf
MACUL,"PROMULGA 'MODIFICACIÓN Nº1 AL PLAN REGULADOR COMUNAL DE MACUL, M-PRMAC-1'",1015620,1111,2010-07-23,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-1111_23-JUL-2010&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=1015620.2010-07-23.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/333/4.1111b10b.13118.pdf
MACUL,MODIFICA PLAN REGULADOR DE MACUL,1015536,974,2010-07-20,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-974_20-JUL-2010&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=1015536.2010-07-20.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/884/4.974b10b.13118.pdf
MACUL,PROMULGA 'MODIFICACIÓN Nº 3 AL PLAN REGULADOR COMUNAL DE MACUL M-PRMAC-3',1010786,212,2010-02-06,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-212_06-FEB-2010&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=1010786.2010-02-06.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/518/4.212b10b.13118.pdf
MACUL,Modif. Normativa urbana en la Zona ZR-6,,1205,2009-08-18,,https://instrumentosdeplanificacion.minvu.cl/files/maps/362/4.1205b09b.13118.pdf
MACUL,PROMULGA LA ENMIENDA Nº1 AL PLAN REGULADOR COMUNAL DE MACUL,270428,559,2008-04-11,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-559_11-ABR-2008&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=270428.2008-04-11.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/773/4.559b08b.13118.pdf
MACUL,"Planos Seccional Av. Marathon, Av. Macul y Av. El Líbano",,1289,2005-10-28,,https://instrumentosdeplanificacion.minvu.cl/files/maps/910/5.1289b05b.13118.pdf
MACUL,Deja sin efecto las disposiciones de zona ZI-I,,1105,2004-08-07,,https://instrumentosdeplanificacion.minvu.cl/files/maps/329/4.1105b04b.13118.pdf
MACUL,"Rectifica la publicación del PRC, de fecha 08.05.2004",,791,2004-06-21,,https://instrumentosdeplanificacion.minvu.cl/files/maps/842/4.791b04b.13118.pdf
MACUL,Plan Regulador Comunal de Macul,,552,2004-05-08,,https://instrumentosdeplanificacion.minvu.cl/files/maps/770/4.552b04a.13118.pdf
MACUL,"MODIFICA PLANO SECCIONAL LA CHACARILLA, COMUNA DE MACUL",31234,17,1991-06-06,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-17_06-JUN-1991&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=31234.1991-06-06.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/928/5.17a91d.13118.pdf
MACUL,MODIFICA PLAN REGULADOR COMUNAL DE ÑUÑOA,,7,1989-06-14,,https://instrumentosdeplanificacion.minvu.cl/files/maps/846/4.7a89d.13118.pdf
MACUL,"MODIFICA PLAN REGULADOR COMUNAL DE ÑUÑOA EN CONFORMIDAD SECCIONAL ESCUELA AGRÍCOLA, LA AGUADA, JOAQUÍN RODRÍGUEZ",,167,1988-10-18,,https://instrumentosdeplanificacion.minvu.cl/files/maps/446/4.167a88d.13118.pdf
MACUL,"MODIFICA PLAN REGULADOR COMUNAL DE ÑUÑOA EN CONFORMIDAD SECCIONAL QUILIN, AV. MARATHON, CALLE B, CALLE NUEVA",,86,1988-06-11,,https://instrumentosdeplanificacion.minvu.cl/files/maps/863/4.86a98d.13118.pdf
MACUL,MODIFICA PLAN REGULADOR COMUNAL DE ÑUÑOA EN CONFORMIDAD SECCIONAL LOS PLÁTANOS - QUILÍN - BROWN SUR - EL LÍBANO,,134,1987-10-14,,https://instrumentosdeplanificacion.minvu.cl/files/maps/393/4.134a87d.13118.pdf
MAFIL,"DEJA SIN EFECTO RESOLUCION N° 11, DE 1992 Y APRUEBA PLAN REGULADOR COMUNAL DE MAFIL",32092,13,1993-02-25,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-13_25-FEB-1993&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=32092.1993-02-25.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/2891/4.13a92c.14105.pdf
MAIPU,Modifica la publicación del 06.11.2012,,2358,2017-09-15,,https://instrumentosdeplanificacion.minvu.cl/files/maps/535/4.2358b17b.13119.pdf
MAIPU,Asigna normas a DUP caducas,,6563,2015-10-26,,https://instrumentosdeplanificacion.minvu.cl/files/maps/811/4.6563b15b.13119.pdf
MAIPU,RECTIFICA NUMERAL 1 DE DECRETO ALCALDICIO N°1269 DE 2015 Y APRUEBA NOMINA DE TERRENOS QUE INDICA,,2064,2015-04-13,,https://instrumentosdeplanificacion.minvu.cl/files/maps/504/4.2064b15b.13119.pdf
MAIPU,Asigna normas a DUP caducas,,1976,2014-05-28,,https://instrumentosdeplanificacion.minvu.cl/files/maps/487/4.1976b14b.13119.pdf
MAIPU,Rectifica publicación del 06.11.2012,,4819,2013-09-27,,https://instrumentosdeplanificacion.minvu.cl/files/maps/742/4.4819b13b.13119.pdf
MAIPU,Asigna normas a DUP caducas,,3913,2013-07-25,,https://instrumentosdeplanificacion.minvu.cl/files/maps/687/4.3913b13b.13119.pdf
MAIPU,"Actualización, Modificación y Precisión Normativa",,6971,2012-11-10,,https://instrumentosdeplanificacion.minvu.cl/files/maps/821/4.6971b12c.13119.pdf
MAIPU,Prórroga DUP,,5069,2009-11-12,,https://instrumentosdeplanificacion.minvu.cl/files/maps/753/4.5069b09c.13119.pdf
MAIPU,MODIFICA PLAN REGULADOR COMUNAL DE MAIPU,261431,1984,2007-06-05,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-1984_05-JUN-2007&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=261431.2007-06-05.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/488/4.1984b07b.13119.pdf
MAIPU,APRUEBA PLAN REGULADOR COMUNAL DE MAIPU,232606,6383,2004-11-13,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-6383_13-NOV-2004&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=232606.2004-11-13.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/804/4.6383b04c.13119.pdf
MAIPU,MODIFICA PLAN REGULADOR COMUNAL DE MAIPU EN SECTOR COMUNA DE CERRILLOS,60119,169,1997-01-17,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-169_17-ENE-1997&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=60119.1997-01-17.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/448/4.169a96b.13119.pdf
MAIPU,MODIFICA PLAN REGULADOR DE MAIPU,31280,44,1991-12-17,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-44_17-DIC-1991&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=31280.1991-12-17.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/734/4.44a91d.13119.pdf
MAIPU,"AUTORIZA SUBDIVISIÓN PREDIAL DEL FUNDO EL POVENIR UBICADO EN LA COMUNA DE MAIPÚ, DEPARTAMENTO Y PROVINCIA DE SANTIAGO",,507,1991-04-01,,https://instrumentosdeplanificacion.minvu.cl/files/maps/754/4.507a67d.13119.pdf
MAIPU,MODIFICA PLAN REGULADOR DE LA COMUNA DE MAIPU,90692,2,1990-03-16,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-2_16-MAR-1990&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=90692.1990-03-16.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/590/4.2a90c.13119.pdf
MAIPU,MODIFICA PLAN REGULADOR DE LA COMUNA DE MAIPU,208149,12,1989-08-19,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-12_19-AGO-1989&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=208149.1989-08-19.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/382/4.12a89d.13119.pdf
MAIPU,MODIFICA PLAN REGULADOR COMUNAL DE MAIPÚ,,4,1989-06-13,,https://instrumentosdeplanificacion.minvu.cl/files/maps/748/4.4a89c.13119.pdf
MAIPU,MODIFICA PLAN REGULADOR COMUNAL DE MAIPU EN CONFORMIDAD SECCIONAL MAIPU CENTRO,130083,132,1988-08-18,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-132_18-AGO-1988&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=130083.1988-08-18.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/390/4.132a88d.13119.pdf
MAIPU,MODIFICA PLAN REGULADOR COMUNAL DE MAIPU EN CONFORMIDAD SECCIONAL 5 DE ABRIL,133752,40,1988-04-07,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-40_07-ABR-1988&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=133752.1988-04-07.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/700/4.40a88d.13119.pdf
MAIPU,MODIFICA PLAN REGULADOR COMUNAL DE MAIPU EN CONFORMIDAD SECCIONAL REPUBLICA,166480,187,1985-11-27,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-187_27-NOV-1985&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=166480.1985-11-27.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/472/4.187a85d.13119.pdf
MAIPU,MODIFICA PLAN REGULADOR COMUNAL DE MAIPU EN CONFORMIDAD SECCIONAL PORTALES,210619,108,1985-08-19,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-108_19-AGO-1985&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=210619.1985-08-19.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/325/4.108a85d.13119.pdf
MAIPU,MODIFICA PLAN REGULADOR COMUNAL DE MAIPU.,168474,58,1985-05-10,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-58_10-MAY-1985&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=168474.1985-05-10.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/789/4.58a85d.13119.pdf
MAIPU,"MODIFICA PLAN REGULADOR COMUNAL DE MAIPÚ EN CONFORMIDAD SECCIONAL CUATRO ÁLAMOS, CAMINO A MELIPILLA",,71,1984-06-18,,https://instrumentosdeplanificacion.minvu.cl/files/maps/825/4.71a84d.13119.pdf
MAIPU,PRC de Maipú - Seccional Santa Corina,,53,1984-04-12,,https://instrumentosdeplanificacion.minvu.cl/files/maps/767/4.53a84b.13119.pdf
MAIPU,MODIFICA PLAN REGULADOR COMUNAL DE MAIPÚ EN CONFORMIDAD SECCIONAL CALLE HUASCAR-CARMEN.,,139,1982-09-27,,https://instrumentosdeplanificacion.minvu.cl/files/maps/403/4.139a82d.13119.pdf
MAIPU,"MODIFICA PLAN REGULADOR COMUNAL DE MAIPÚ, EN CONFORMIDAD AL SECCIONAL PARQUE SAN ALFONSO",,215,1981-11-17,,https://instrumentosdeplanificacion.minvu.cl/files/maps/519/4.215a81d.13119.pdf
MAIPU,"MODIFICA PLAN REGULADOR DE MAIPÚ EN CONFORMIDAD AL PLANO SECCIONAL DENOMINADO ""SECCIONAL PLANO REGULADOR CENTRO CIVICO CALLE MONUMENTO"" ENTRE CALLES CARMEN L. CORREA Y COLONIA",,244,1979-07-09,,https://instrumentosdeplanificacion.minvu.cl/files/maps/541/4.244a79d.13119.pdf
MAIPU,"APRUEBA MODIFICACIÓN DEL PLAN REGULADOR COMUNAL DE MAIPÚ, EN SECTOR INDUSTRIAL SANTA ADELA.",,326,1977-04-28,,https://instrumentosdeplanificacion.minvu.cl/files/maps/625/4.326a77d.13119.pdf
MAIPU,"APRUEBA PLANO SECCIONAL ZONA INDUSTRIAL Y PROPIEDAD MUNICIPAL DE EQUIPAMIENTO, SERAFÍN ZAMORA, CAMINO LONQUÉN",,680,1976-12-28,,https://instrumentosdeplanificacion.minvu.cl/files/maps/990/5.680a76p.13119.jpg
MAIPU,"MODIFICA PLAN REGULADOR DE MAIPÚ, SECTOR AV. SANTA ADELA Y SERAFÍN ZAMORA",,399,1976-11-17,,https://instrumentosdeplanificacion.minvu.cl/files/maps/694/4.399a76d.13119.pdf
MAIPU,"APRUEBA PLAN REGULADOR COMUNAL DE SAN BERNARDO Y SU CORRESPONDIENTE ORDENANZA LOCAL, FIJA NUEVOS LÍMITES URBANOS Y APRUEBA PLANOS SECCIONALES ""LO MORENO"" Y ""ZONA INDUSTRIAL""",,276,1976-10-21,,https://instrumentosdeplanificacion.minvu.cl/files/maps/571/4.276a76p1.13119.jpg
MAIPU,PRC de Maipú - Modif. Laboratorio Davis,,487,1974-10-01,,https://instrumentosdeplanificacion.minvu.cl/files/maps/744/4.487a74b.13119.jpg
MAIPU,MODIFICA PLAN REGULADOR DE MAIPÚ,,440,1972-09-28,,https://instrumentosdeplanificacion.minvu.cl/files/maps/716/4.440a72d.13119.pdf
MAIPU,"AUTORIZA SUB DIVISION PREDIAL DENOMINADO HIJUELA CUARTA DEL FUNDO MAIPU, UBICADO EN LA COMUNA DE MAIPÚ DEL DEPARTAMENTO DE SANTIAGO",,77,1971-11-29,,https://instrumentosdeplanificacion.minvu.cl/files/maps/835/4.77a71d.13119.pdf
MAIPU,MODIFICA PLAN REGULADOR DE MAIPÚ,,560,1971-09-21,,https://instrumentosdeplanificacion.minvu.cl/files/maps/779/4.560a71d.13119.pdf
MAIPU,PRC Maipu - Crea Zona Habitacional en 5 de Abril con Canal Santa Corina,,138,1971-03-08,,https://instrumentosdeplanificacion.minvu.cl/files/maps/399/4.138a71d.13119.pdf
MAIPU,MODIFICA PLAN REGULADOR DE MAIPÚ,,98,1971-01-19,,https://instrumentosdeplanificacion.minvu.cl/files/maps/886/4.98a73d.13119.pdf
MAIPU,PRC de Maipú para Cerrillos - Amplía el Límite Urbano del sector al sur del Aeropuerto Cerrillos,,565,1970-10-17,,https://instrumentosdeplanificacion.minvu.cl/files/maps/781/4.565a70d.13119.pdf
MAIPU,MODIFICA PLAN REGULADOR QUE INDICA,,669,1969-10-02,,https://instrumentosdeplanificacion.minvu.cl/files/maps/813/4.669a69d.13119.pdf
MAIPU,MODIFICA PLAN REGULADOR QUE INDICA,,581,1969-08-16,,https://instrumentosdeplanificacion.minvu.cl/files/maps/788/4.581a69d.13119.pdf
MAIPU,MODIFICA PLAN REGULADOR Y CREA MICROZONA INSDUSTRIAL QUE INDICA,,135,1969-02-25,,https://instrumentosdeplanificacion.minvu.cl/files/maps/394/4.135a69d.13119.pdf
MAIPU,MODIFICA PLAN REGULADOR DE MAIPÚ,,926,1968-12-24,,https://instrumentosdeplanificacion.minvu.cl/files/maps/871/4.926a68d.13119.pdf
MAIPU,MODIFICA PLAN REGULADOR Y LÍMITE URBANO DE MAIPÚ,,293,1967-06-15,,https://instrumentosdeplanificacion.minvu.cl/files/maps/584/4.293a67d.13119.pdf
MAIPU,"PRC de Maipú - Amplía el Límite Urbano, incorporando parte del Fundo San José de Chuchunco",,210,1967-04-21,,https://instrumentosdeplanificacion.minvu.cl/files/maps/516/4.210a67d.13119.pdf
MAIPU,APRUEBA PLAN REGULADOR DE MAIPU,70537,1268,1965-10-30,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-1268_30-OCT-1965&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=70537.1965-10-30.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/375/4.1268a65d.13119.pdf
MAIPU,AUTORIZA SUB DIVISION PREDIAL DE LA HIJUELA V DE MAIPU.,,505,,,https://instrumentosdeplanificacion.minvu.cl/files/maps/752/4.505a67d.13119.pdf
MALLOA,APRUEBA ENMIENDA Nº 1 AL PLAN REGULADOR COMUNAL DE MALLOA,1070678,519 exento,2014-11-19,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-519 exento_19-NOV-2014&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=1070678.2014-11-19.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/3329/4.519b14b.06109.pdf
MALLOA,APRUEBA PLAN REGULADOR COMUNAL DE MALLOA Y PELEQUÉN,1038779,1007-exento,2012-04-05,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-1007-exento_05-ABR-2012&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=1038779.2012-04-05.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/3328/4.1007b09b3.06109.pdf
MALLOA,APRUEBA PLAN REGULADOR COMUNAL DE MALLOA,85269,20,1992-08-29,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-20_29-AGO-1992&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=85269.1992-08-29.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/3327/4.20a91b.06109.pdf
MAULE,PROMULGA PLAN REGULADOR COMUNAL DE MAULE Y DEJA SIN EFECTO RESOLUCIONES AFECTAS Nº 43 DE 2016 Y Nº 2 DE 2018 DEL GOBIERNO REGIONAL DEL MAULE,1134081,14,2019-07-19,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-14_19-JUL-2019&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=1134081.2019-07-19.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/2932/4.14b19c.07105.pdf
MAULLIN,Plan Regulador Comunal de Maullín,,1,2022-07-19,,https://instrumentosdeplanificacion.minvu.cl/files/maps/3634/4.1b65b.10108.pdf
MEJILLONES,APRUEBA DESAFECTACIÓN DE LAS DECLARATORIAS DE UTILIDAD PÚBLICA QUE INDICA,,735,2015-04-28,,https://instrumentosdeplanificacion.minvu.cl/files/maps/65/4.735b15b.02102.pdf
MEJILLONES,RECTIFICA DECRETO N° 445 EXENTO DE 2013 Y APRUEBA MODIFICACIÓN DEL PLAN REGULADOR COMUNAL,,2792,2013-10-16,,https://instrumentosdeplanificacion.minvu.cl/files/maps/64/4.2792b13b.02102.pdf
MEJILLONES,"Modificación PRC de Mejillones, Zona Urbana Consolidada y Portuaria",,472,2013-10-03,,https://instrumentosdeplanificacion.minvu.cl/files/maps/63/4.472b13c.02102.pdf
MEJILLONES,APRUEBA MODIFICACIÓN DE 'PLANO SECCIONAL ZONA PORTUARIA BAHÍA DE MEJILLONES',272362,997-exento,2008-06-16,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-997-exento_16-JUN-2008&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=272362.2008-06-16.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/62/4.997b08b.02102.pdf
MEJILLONES,SANCIONA APROBACIÓN PLANO SECCIONAL MESETA MEJILLONES,268752,1687-exento,2008-01-22,https://nuevo.leychile.cl/servicios/Consulta/Exportar?radioExportar=Normas&exportar_formato=pdf&nombrearchivo=DTO-1687-exento_22-ENE-2008&exportar_con_notas_bcn=False&exportar_con_notas_originales=False&exportar_con_notas_al_pie=False&hddResultadoExportar=268752.2008-01-22.0.0%23,https://instrumentosdeplanificacion.minvu.cl/files/maps/72/5.1687b07c.02102.pdf
